,airline_sentiment,text,label
3221,neutral, united my partner and I booked individual reservations for same flight I have Pr Silver can he share my premier privileges somehow ,0
3222,negative, united 3 Gate changes in 30 minutes for flight to Roanoke and flight to sous falls in O hare Painful,2
3223,negative, united this is nuts they said a flight was on the ground now it s still in Albany and they won t have a plane Someone is compensating me,2
3224,negative, united Doumented via link However now that it has been over four months with no response what do you suggest Or shall I not expect one ,2
3225,negative, united WHAT Y all have zero concept of customer service Oh and now my connection is delayed too ,2
3226,negative, united just curious why you d board a flight without a pilot Seems crucial to the flight process no ,2
3227,neutral, united sent DM s,0
3228,negative, united just changed again This is crazy YourAgentsHaveNoClue http t co A37N3oHOKL,2
3229,negative, united Never can get a flight out on time 4 hour delay earlier another hour delay on my connecting flight Makes 10 straight delays,2
3230,negative, united b c of your delay now you are oversold by 14 passengers This is a mess What are you going to do to compensate ,2
3231,negative, united blamed weather lol 78 no wind and not a cloud in the sky Delayed both ways 4x RU kidding me to charge me for 1 5lb w 8 delays ,2
3232,negative, united be worse oh you can t delayed with no reason on the way to Lon flight Cancelled Flighted with NO REASON less than 2 days before returning ,2
3233,negative, united flight 4841 3 gate changes on top of this Really hoping you can compensate with some points mileage to my account ,2
3234,negative, united should contact me and the others on my flight who can t get their website to work None of our info is valid http t co 3zpJr7kWbk,2
3235,negative, united over an hour stuck and still not off the plane Total failure by you and your partners in ensuring the best customer experience ,2
3236,neutral, United line up iah IAH AirlineGeeks avgeek http t co dJHXvJT201,0
3237,negative, united silence is very telling,2
3238,negative, united thanks for the 2hr delay and then no ground crew when we landed At least you didn t break my http t co GCWVFuopl2,2
3239,neutral, united Bought a round trip to Chicago two days ago today the same flight is half that Is there any way for me to get that discount ,0
3240,negative, united Am I illiterate or is there a magic code to make your customer service site work http t co t4gcKs2bh5,2
3241,negative, united worst airline ever Staff is nasty wifi down bags are delayed due to weather And now the belt is broken Selling UAL stock in AM,2
3242,neutral, United Stars and Bars iah A320 airlineguys AirlineGeeks avgeek http t co mWSoGUC33p,0
3243,negative, united I m confused After your Dulles Airport agents directed us to go to your website after DELAYS nothing works http t co cypRHe5GOK,2
3244,positive, united Had wonderful on time flights from OGG to MSN Lost RX eyeglasses thick in the Admiral Club in Chicago this morning Found ,1
3245,negative, united 50 minute wait still at the gate with a broken jetway Might miss connection,2
3246,negative, united RobCNYC See information on our boarding process http t co gBIw9ugFNm KP I get group 1 amp 2 Just no reason on 3 5 ,2
3247,neutral, united in Bogota with no wallet is no fun ,0
3248,negative, united Lost my wallet on flight 1007 yesterday from Houston to Bogota Filled out your online form No response yet ,2
3249,negative, united one hour after departure time and still no update ,2
3250,negative, united I am now following you and see that I am not the only one experiencing and noticing a substantial downgrade in service post merger,2
3251,negative, united 40 minutes waiting at the gate for the broken jetway Different gate maybe ,2
3252,negative, united how can you never got a flight from austin to Houston in time for a connection ever Ever ,2
3253,positive, united got it right with the safety demonstration Corporate but funny reserved but NOT CORNY as a http t co lwOtKIEKGU,1
3254,negative, united now sitting on the tarmac for a half hour after landing because your jetway is broken 2daysofunitedfailures 1thingafteranother,2
3255,negative, united look at the Twitter history as usual service non existent,2
3256,positive, united thanks for the reply I have been in contact with Customer Care to get clarification on this issue ,1
3257,neutral, united I will give it a couple more weeks Thank you ,0
3258,negative, united make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few more,2
3259,negative, united How is this considered on time if it s arriving at destination half hour Late Flightr than scheduled http t co YMFTw1uyHr,2
3260,negative, united thanks for trying to take my money without notice In any other industry you Cancelled Flight a service a refund is issued Cont ,2
3261,negative, united And there is no direct phone number for status match desk I really regret Flight Booking Problems with united now ,2
3262,negative, united yet again you disappoint Sitting at IAD for UA3728 for 3 5hrs and you can t seem to know why the plane hasn t left Albany Fail,2
3263,negative, united still sitting here waiting for a plane 4 hours wasted,2
3264,positive, united thanks for the help Wish the phone reps could be so accomidating,1
3265,negative, united line is just getting longer and moving slower Lady working the counter is doing great she just needs help customerservicefail,2
3266,negative, united an update on flight 5979 would be great ,2
3267,negative, united wasting time at baggage claim thanks to your dfw ground crew who checked my bag in without actually checking for space frustrated,2
3268,negative, united what is the problem with your flights to ny today,2
3269,negative, united flight was too heavy so had to fly BACK to Palm Springs after being in the air for 30 mins ,2
3270,negative, united Your boarding process sucks You should learn from SouthwestAir,2
3271,negative, united ouch delays due to mechanical issues again QRO will have to wait Yall seem to be falling apart alwaysdelayed unitedfail,2
3272,negative, united my fingers are crossed that they are more capable of getting baggage from point A gt B than United Airlines ,2
